lon,lat,h,pd
-8.16033747157091,5.0471294186963,161.6509,2.399046
-8.16224272388616,5.06606717229037,140.537,2.404812
-8.16414867068689,5.08503643875749,163.498,2.398584
-8.16603101318374,5.10379486167871,183.036,2.393297
-8.16799009842389,5.12323870104527,532.3449,2.300099
-8.16980896291132,5.14131674684914,580.4285,2.2875
-8.17163358281445,5.15953615437422,440.9992,2.324207
-8.17345447452347,5.17762164359908,473.8227,2.315538
-8.17527751625619,5.19581302045687,433.9032,2.3261
-8.17708904085889,5.21387006868252,358.5363,2.346141
-8.17892041944683,5.23206913353395,417.3085,2.330511
-8.18079134691752,5.25066624449043,442.1083,2.323944
-8.18261941461185,5.26890284322109,291.357,2.364153
-8.18444545088028,5.28710986561588,243.2987,2.377109
-8.18627658824667,5.30532340829436,448.0334,2.322392
-8.1880890649686,5.32337135571322,296.2677,2.362859
-8.18991755959959,5.34159665481087,287.7047,2.365169
-8.19182166432271,5.36054393011397,614.0673,2.27878
-8.19381379994096,5.38039412243566,249.9309,2.375365
-8.19571466434585,5.39933712236283,469.0043,2.316869
-8.1975446945347,5.41753301164482,520.5817,2.30328
-8.19937082383727,5.43577142916924,544.1165,2.297101
-8.20122129134589,5.45418359633783,551.4369,2.295183
-8.20303569367911,5.47221937609639,968.1312,2.187915
-8.20618856814081,5.50361587312639,915.0005,2.201355
-8.20801736446328,5.52185757211075,792.5306,2.232607
-8.21015789367035,5.54315694043894,1055.06,2.166112
-8.21196662790945,5.56119544725453,967.4875,2.188098
-8.21376748928677,5.57918484902933,693.0647,2.258276
-8.21558525323844,5.59728134674878,695.5514,2.257636
-8.21739452104185,5.61530307075755,719.6177,2.251413
-8.2192058600183,5.63337115758517,796.5637,2.231601
-8.22103166189362,5.65155661872999,561.5316,2.292575
-8.22285211727606,5.66968451285288,628.6214,2.275047
-8.22467368545237,5.68784656316431,655.9749,2.267932
-8.2264798759214,5.70589361006098,590.7264,2.284946
-8.22829707669929,5.72394876150614,439.9522,2.324626
-8.23010776437693,5.74199974249034,531.5834,2.300454
-8.23193342680394,5.76020901250246,359.0525,2.346171
-8.23374772165408,5.77828191274777,361.2394,2.345594
-8.2355611830294,5.79632572743356,402.4305,2.334615
-8.2373716180891,5.81436959464426,394.3316,2.336778
-8.23917759290606,5.83234943775615,446.3481,2.322968
-8.24099938736434,5.85043907769118,841.3629,2.220206
-8.24282348822829,5.86866300249123,739.0134,2.246483
-8.24463590727803,5.88669652437232,867.6916,2.213505
-8.24645335822698,5.90474222895915,859.3528,2.215635
-8.24828469659205,5.92299916094444,737.2897,2.246943
-8.25013124514149,5.94140719836525,492.4645,2.310808
-8.25195846748006,5.95958546501841,787.6362,2.233997
-8.25377241822843,5.97766488050562,715.2316,2.252655
-8.25563530508686,5.9962198771376,712.6116,2.253338
-8.2575047809737,6.01480809588277,495.2289,2.3101
-8.2593120612079,6.03284822320932,449.1269,2.322292
-8.26111894481956,6.05084568476554,462.5128,2.318753
-8.26294018707336,6.06899670638225,446.7207,2.322941
-8.26476882874587,6.08720004208557,435.676,2.325875
-8.26657094939576,6.10518753072107,375.0677,2.342018
-8.26839123757144,6.12329117383289,398.555,2.335757
-8.27019726227537,6.14128231346318,440.6434,2.324574
-8.27210223497007,6.16025826354621,441.9844,2.324224
-8.27395201050835,6.17866590877089,393.7302,2.33706
-8.27581516829863,6.19722417335388,496.0554,2.309934
-8.27765522728965,6.2156068627179,287.6023,2.36553
-8.27949804583682,6.23387807783078,647.4604,2.270301
-8.2814498847583,6.25336568393667,290.7758,2.364682
-8.28333177140491,6.27213290742683,290.7926,2.36468
-8.28521551935954,6.29089460811299,274.1973,2.369159
-8.28703242957725,6.30893141235541,889.4262,2.208121
-8.28884547109368,6.32698466658388,838.025,2.221211
-8.29067423682571,6.34520675403463,863.0126,2.214844
-8.29248745944602,6.36325516093149,892.6516,2.207311
-8.29429794456405,6.38128824156245,771.6274,2.238223
-8.29612592392971,6.39948589015045,965.0593,2.189
-8.29794317703134,6.41757067553034,945.9672,2.193821
-8.29975093652408,6.43560466490947,926.0052,2.19887
-8.30155982538265,6.45364795608272,880.751,2.210349
-8.3034235306959,6.47222988786487,798.9694,2.23122
-8.305286788473,6.49080446305639,303.9725,2.36116
-8.30720400604087,6.50994641191615,285.567,2.366124
-8.3169575822377,6.60704218498016,292.3035,2.364314
-8.32305691777283,6.66780229969341,324.3729,2.355679
-8.32492305029389,6.68641813266254,292.4478,2.364273
-8.32849058344464,6.72195997618271,294.2945,2.363777
-8.33682429191066,6.80493075450269,261.0876,2.372763
-8.34184875126397,6.85496919657036,295.0367,2.363621
-8.34407399229198,6.87716732471597,261.1193,2.37279
-8.35432720396753,6.97926634530707,317.6249,2.357628
-8.3578675006378,7.01452183369646,311.7971,2.359231
-8.36044749964672,7.04021292116712,302.28,2.361821
-8.362818377711,7.06384130284118,297.8669,2.363039
-8.36708177649541,7.10630796940382,327.3316,2.355169
-8.36902282997602,7.12562821718653,319.6043,2.357275
-8.37090397083603,7.14436727473952,320.1019,2.357171
-8.37272077278917,7.16243280843896,345.5223,2.350376
-8.37454942596072,7.18064183092856,365.7499,2.344989
-8.37639764351599,7.19900468146801,380.056,2.341197
-8.37824975948104,7.21746207947111,376.9301,2.342068
-8.38010937839139,7.23601887217334,373.1653,2.343112
-8.38198684045866,7.25467046400062,373.6516,2.34302
-8.38385076306667,7.27321550203008,365.1401,2.345337
-8.38581822823261,7.29279115107281,371.2363,2.34375
-8.38761594087821,7.31069908762247,367.8828,2.344687
-8.41555536808447,7.58825845192772,1155.942,2.142314
-8.41744823398434,7.60700763778364,1921.292,1.959727
-8.41926901937415,7.62504312635014,1922.44,1.959482
-8.42121485451226,7.64435376646585,2064.778,1.927134
-8.42378417239673,7.66980582257624,2044.915,1.931638
-8.42871556082134,7.7187129499382,2046.777,1.931243
-8.43090649547999,7.74054919460774,600.1092,2.283673
-8.4328424189707,7.75968675418383,1601.556,2.034355
-8.43466187445814,7.77771717023991,1592.639,2.036478
-8.43648443827085,7.79575175747896,1556.889,2.044982
-8.4383020051769,7.81379353781121,1692.276,2.012988
-8.4401392169686,7.83202869416603,1562.152,2.04375
-8.44198493529836,7.85040641816829,573.146,2.290736
-8.4439535401244,7.86991488111787,570.3925,2.29146
-8.44588355093114,7.88905979492306,564.9701,2.292885
-8.44779837720131,7.90802486437248,556.1799,2.295197
-8.44969827484298,7.92684366237382,659.199,2.268266
-8.45170700351353,7.94679735612631,535.6946,2.300596
-8.45369612795602,7.96645270948625,521.1457,2.304437
-8.45582041676539,7.98740344396995,1797.595,1.988559
-8.45791540912701,8.00830417602482,539.2553,2.299689
-8.46032498526367,8.03208652406494,1758.495,1.99769
-8.4621840140625,8.05055702203483,1379.479,2.087713
-8.46461292653326,8.07468239405449,525.6351,2.303334
-8.46661002021805,8.09436733212873,1778.402,1.993127
-8.48205609662131,8.24758558451462,553.1426,2.296312
-8.48524793215428,8.27913983672741,1700.884,2.011428
-8.48710818883081,8.29756708823024,1414.391,2.079504
-8.48897597301351,8.31610822333707,1353.429,2.09426
-8.49452885288964,8.37116183703299,1513.772,2.055761
-8.49736241315974,8.39929012428657,1441.887,2.072996
-8.49929526744727,8.41846160217593,1496.193,2.060001
-8.5012666655482,8.43807946734824,718.9938,2.253244
-8.5032102091311,8.45736787882009,715.2993,2.254203
-8.50507211287608,8.47586111623635,727.2258,2.251116
-8.50694281392923,8.49440776788918,666.6545,2.266825
-8.50881154818475,8.51291995442426,661.0598,2.268276
-8.51065277606064,8.53119868856936,704.7351,2.256924
-8.5125029240379,8.54958052372535,716.3943,2.253896
-8.51436114181442,8.56800925446414,718.8951,2.253239
-8.51622070121194,8.58647778608001,670.3755,2.265815
-8.51808097046534,8.60499056604374,657.7729,2.26908
-8.51992219247129,8.62320646564978,674.0776,2.264824
-8.5217953933265,8.64179859800405,693.1111,2.259866
-8.52361207014184,8.65986359268942,683.1243,2.262443
-8.52544969165367,8.67809167189149,679.3072,2.263418
-8.52727860880922,8.69624806332065,684.9479,2.261937
-8.5290976184979,8.71431805343622,723.5286,2.251924
-8.53093970460196,8.73257909342179,866.0806,2.215319
-8.53275696933314,8.75062740061603,760.2522,2.242408
-8.53460809845721,8.7690172384326,687.105,2.261298
-8.53642045241879,8.78703743449369,752.5809,2.244341
-8.53833314752678,8.80600610498668,743.8063,2.246579
-8.54016982966603,8.82423256357861,858.8048,2.217074
-8.54202702569022,8.84263258585834,1011.136,2.178586
-8.54389416995076,8.86121737803095,801.6401,2.231637
-8.54573602664681,8.87946130917651,998.5239,2.181714
-8.54757325586123,8.89773795987315,801.8515,2.231539
-8.5540557865786,8.9620818311542,914.0598,2.202886
-8.55586900459064,8.98012617348934,859.4596,2.216708
-8.55770998640306,8.99838042333453,828.5451,2.224558
-8.55952448214533,9.01640352266497,701.6372,2.257154
-8.56139417203294,9.03497714421193,681.9025,2.26223
-8.56327086244088,9.0535788570415,683.7762,2.26171
-8.56521852308076,9.07287524979787,681.2206,2.262337
-8.56710540221302,9.09162237642355,648.4808,2.270804
-8.56896264290321,9.11002037317078,639.7333,2.273046
-8.57079179009371,9.12818391293657,634.9017,2.274271
-8.57262517377527,9.14630618162378,662.4213,2.267084
-8.57449207731236,9.16489687709423,611.1082,2.280405
-8.57635168666185,9.18329603990371,624.3943,2.276908
-8.57819099741043,9.20151553920049,608.7907,2.280944
-8.58001424545877,9.21957620653795,592.0644,2.285279
-8.58186731436123,9.23796319110802,612.8708,2.279815
-8.58372756424083,9.25642033042302,639.4446,2.272864
-8.58564256655784,9.27535404162206,619.0998,2.278129
-8.5875716123214,9.29445207682163,622.0989,2.277316
-8.58955610523271,9.31413042869777,611.611,2.280017
-8.59146704073454,9.33305794077717,625.9953,2.276239
-8.59357860666268,9.35400550214472,607.9173,2.280915
-8.59556739942508,9.37368479830953,619.3289,2.277908
-8.59748223351133,9.39262856169601,611.2744,2.279976
-8.60001102249773,9.41767815338583,639.5918,2.272567
-8.60194555231103,9.43681256261821,654.9144,2.268559
-8.60553545906818,9.47231852576753,585.7812,2.286501
-8.61083677804005,9.52482573970483,572.1545,2.289979
-8.61270747382606,9.54331564792064,590.5786,2.285137
-8.61458394994593,9.56185581100712,589.1003,2.285492
-8.6164238656538,9.5800560091768,589.2053,2.285435
-8.61829686186504,9.59859796884759,643.0145,2.271404
-8.62206457117875,9.63580255940083,572.8716,2.289599
-8.70677171271921,10.4737676797337,431.1736,2.32595
-8.71467021135574,10.5518574671259,442.4102,2.323016
-8.80201682744599,11.4136551199934,402.5487,2.333619
-8.8041141748406,11.4343277816313,397.1539,2.335015
-8.80600061020271,11.4529035829996,391.0638,2.336594
-8.80792108788826,11.4718100705367,379.3788,2.339646
-8.8258916761293,11.6486960774993,374.4136,2.340605
-8.84596590989696,11.8463326422656,395.0138,2.334602
-8.84823393175885,11.8686204056929,404.0556,2.332159
-8.85071566423067,11.8930873813476,370.5779,2.340883
-8.85257032396821,11.9113015686193,387.7274,2.336321
-8.85440078694181,11.9293467972499,373.0034,2.340143
-8.85626927952002,11.9477260432042,407.8995,2.330925
-8.8581221443186,11.9659833169198,423.3656,2.326825
-8.86003461802901,11.9847364417376,373.2401,2.339943
-8.86188635176907,12.0029582546266,369.0293,2.341013
-8.86375116471229,12.0213823502962,350.3876,2.34589
-8.86570142262445,12.0405185733156,519.9271,2.301471
-8.86756291350685,12.0588589209484,375.0441,2.339323
-8.86939630612715,12.0769163012211,375.118,2.339272
-8.87122858876913,12.0949384968062,358.4355,2.34364
-8.87308938847982,12.1131947486485,367.209,2.341298
-8.8750113893013,12.1321168640655,349.1116,2.346047
-8.87689909546299,12.1506932520363,356.1745,2.344157
-8.87877190292246,12.1691146030854,366.8912,2.341305
-8.8806799047245,12.1879044588118,350.483,2.345617
-8.88255092064143,12.2062865475363,356.0998,2.344113
-8.8844078410915,12.2245012497962,360.1378,2.343029
-8.88625790474225,12.2426900031199,354.7264,2.344445
-8.88815107403389,12.2613040355373,357.1353,2.343795
-8.88998697024342,12.2793557632268,363.9195,2.341989
-8.89187083168363,12.297923600412,364.4254,2.341843
-8.89375534109475,12.3163890567106,587.5367,2.283421
-8.89567525021732,12.3352581072646,404.2848,2.331286
-8.8975527041532,12.3536833874751,606.9849,2.278329
-8.89940035337389,12.3718556370448,551.7391,2.292611
-8.90129526731574,12.390466517567,498.6358,2.306433
-8.90315163133163,12.4087209126674,492.6439,2.307974
-8.90499701155069,12.4269025688635,487.7056,2.309242
-8.90685609637537,12.4451568115633,477.1685,2.31198
-8.90870799449274,12.4633459658259,473.5422,2.312908
-8.91057577971168,12.4817319909233,505.0385,2.304627
-8.9124555975338,12.5001793689519,465.171,2.315063
-8.91440276242968,12.5193332672097,599.8515,2.279895
-8.91626746847994,12.5376729214185,493.7454,2.307517
-8.9181062232886,12.5557377002397,532.7748,2.297282
-8.91993864457309,12.5737625548166,471.7737,2.313243
-8.92183044635537,12.5923337065644,518.6842,2.300919
-8.92369632166458,12.6107320947879,457.8461,2.316866
-8.92555903391923,12.6289911248207,511.8594,2.302663
-8.9273855242058,12.6469845235084,502.8264,2.30501
-8.92924373103132,12.6652384490049,460.6412,2.316077
-8.93115238477479,12.6840127357047,448.9737,2.319135
-8.93300701131575,12.7022314131451,458.3625,2.316646
-8.93485572060775,12.7204267209115,483.9741,2.309893
-8.93670786006119,12.7386459979783,426.7988,2.324951
-8.93857156107073,12.7569428329804,567.1348,2.288124
-8.94042920754241,12.7752315724851,418.1646,2.327216
-8.94227329738512,12.793336345536,518.5578,2.300776
-8.94414063686159,12.8117003700597,599.5601,2.279685
-8.94598637915532,12.8298582823833,580.5203,2.284609
-8.94788000353874,12.8484970192726,541.5312,2.294744
-8.94974041182374,12.8667574692782,557.8913,2.290471
-8.95159201522289,12.8849604430686,568.8242,2.287619
-8.95349815509853,12.9037158174679,472.3116,2.312868
-8.95537266882413,12.9221375231639,428.0564,2.324545
-8.95720302716665,12.9401423138506,403.3362,2.33109
-8.95905379125266,12.958358705683,415.7376,2.327799
-8.96093269038882,12.9767973879473,444.2418,2.320255
-8.9628600678442,12.9957332395007,446.7176,2.3196
-8.96473103426832,13.0141684554313,521.8872,2.299827
-8.96656919348466,13.0321986815783,464.3248,2.314955
-8.96849431278458,13.0511464777085,439.1085,2.321619
-8.97039435287251,13.0698922665667,465.3528,2.314691
-8.97236456353895,13.0892043278324,410.6006,2.329182
-8.97425219323551,13.1077339065289,412.476,2.328691
-8.97616556839364,13.1265542582965,425.8632,2.32515
-8.97803892687823,13.1449561217405,426.0775,2.325101
-8.98014756637461,13.165686107874,448.4834,2.31918
-8.98988022431057,13.2612954877024,439.9359,2.321485
-9.01703407501678,13.5277445023353,348.8546,2.345789
-9.01893142134377,13.5463577271731,346.0541,2.346532
-9.02088114706397,13.5654717246205,337.8906,2.348707
-9.02281483681833,13.5844132721501,360.0489,2.342775
-9.02465702125062,13.6024776355792,337.7129,2.348734
-9.02653318195125,13.6208657953008,329.6439,2.35088
-9.02836703236279,13.6388614059486,328.5036,2.351171
-9.03027949579158,13.6576456611667,321.3935,2.35306
-9.03212068889816,13.67567298596,330.6388,2.350567
-9.03420164562817,13.6960490885469,332.0169,2.350178
-9.03639861951386,13.7175890276928,314.433,2.354869
-9.03839693367156,13.7371642549096,319.1846,2.353577
-9.04032396037541,13.7560052473774,326.3329,2.351644
-9.04217751537794,13.7741860890631,332.112,2.35008
-9.04402176543882,13.7922072840513,340.6447,2.347781
-9.04596091236302,13.8111683184211,508.3694,2.303364
-9.04798229849568,13.8310037559803,345.4662,2.346461
-9.0508550020374,13.859108469588,316.8379,2.354107
-9.05524529906054,13.9020674706368,302.1481,2.358025
-9.05741560654413,13.9232724446824,292.7347,2.360545
-9.05994909541218,13.948085916261,296.0498,2.359648
-9.06215802392436,13.9697112590688,288.6056,2.361648
-9.06490245164865,13.9965357385266,277.5631,2.364623
